,cluster_nl,date,launch_date
1182,BRAND_C352_COUNTRY_C8F4,2023-12-01,2022-03-01
1183,BRAND_C352_COUNTRY_F78A,2023-02-01,2023-02-01
1184,BRAND_C352_COUNTRY_F78A,2023-03-01,2023-02-01
1185,BRAND_C352_COUNTRY_F78A,2023-04-01,2023-02-01
1186,BRAND_C352_COUNTRY_F78A,2023-05-01,2023-02-01
1187,BRAND_C352_COUNTRY_F78A,2023-06-01,2023-02-01
1188,BRAND_C352_COUNTRY_F78A,2023-07-01,2023-02-01
1189,BRAND_C352_COUNTRY_F78A,2023-08-01,2023-02-01
1190,BRAND_C352_COUNTRY_F78A,2023-09-01,2023-02-01
1191,BRAND_C352_COUNTRY_F78A,2023-10-01,2023-02-01
1192,BRAND_C352_COUNTRY_F78A,2023-11-01,2023-02-01
1193,BRAND_C352_COUNTRY_F78A,2023-12-01,2023-02-01
1194,BRAND_C3A1_COUNTRY_5180,2023-01-01,2022-08-01
1195,BRAND_C3A1_COUNTRY_5180,2023-02-01,2022-08-01
1196,BRAND_C3A1_COUNTRY_5180,2023-03-01,2022-08-01
1197,BRAND_C3A1_COUNTRY_5180,2023-04-01,2022-08-01
1198,BRAND_C3A1_COUNTRY_5180,2023-05-01,2022-08-01
1199,BRAND_C3A1_COUNTRY_5180,2023-06-01,2022-08-01
1200,BRAND_C3A1_COUNTRY_5180,2023-07-01,2022-08-01
1201,BRAND_C3A1_COUNTRY_5180,2023-08-01,2022-08-01
1202,BRAND_C3A1_COUNTRY_5180,2023-09-01,2022-08-01
1203,BRAND_C3A1_COUNTRY_5180,2023-10-01,2022-08-01
1204,BRAND_C3A1_COUNTRY_5180,2023-11-01,2022-08-01
1205,BRAND_C3A1_COUNTRY_5180,2023-12-01,2022-08-01
1206,BRAND_C94B_COUNTRY_5A54,2023-01-01,2022-05-01
1207,BRAND_C94B_COUNTRY_5A54,2023-02-01,2022-05-01
1208,BRAND_C94B_COUNTRY_5A54,2023-03-01,2022-05-01
1209,BRAND_C94B_COUNTRY_5A54,2023-04-01,2022-05-01
1210,BRAND_C94B_COUNTRY_5A54,2023-05-01,2022-05-01
1211,BRAND_C94B_COUNTRY_5A54,2023-06-01,2022-05-01
1212,BRAND_C94B_COUNTRY_5A54,2023-07-01,2022-05-01
1213,BRAND_C94B_COUNTRY_5A54,2023-08-01,2022-05-01
1214,BRAND_C94B_COUNTRY_5A54,2023-09-01,2022-05-01
1215,BRAND_C94B_COUNTRY_5A54,2023-10-01,2022-05-01
1216,BRAND_C94B_COUNTRY_5A54,2023-11-01,2022-05-01
1217,BRAND_C94B_COUNTRY_5A54,2023-12-01,2022-05-01
1218,BRAND_C94B_COUNTRY_6C16,2023-10-01,2023-10-01
1219,BRAND_C94B_COUNTRY_6C16,2023-11-01,2023-10-01
1220,BRAND_C94B_COUNTRY_6C16,2023-12-01,2023-10-01
1221,BRAND_CFD9_COUNTRY_AE54,2023-01-01,2022-02-01
1222,BRAND_CFD9_COUNTRY_AE54,2023-02-01,2022-02-01
1223,BRAND_CFD9_COUNTRY_AE54,2023-03-01,2022-02-01
1224,BRAND_CFD9_COUNTRY_AE54,2023-04-01,2022-02-01
1225,BRAND_CFD9_COUNTRY_AE54,2023-05-01,2022-02-01
1226,BRAND_CFD9_COUNTRY_AE54,2023-06-01,2022-02-01
1227,BRAND_CFD9_COUNTRY_AE54,2023-07-01,2022-02-01
1228,BRAND_CFD9_COUNTRY_AE54,2023-08-01,2022-02-01
1229,BRAND_CFD9_COUNTRY_AE54,2023-09-01,2022-02-01
1230,BRAND_CFD9_COUNTRY_AE54,2023-10-01,2022-02-01
1231,BRAND_CFD9_COUNTRY_AE54,2023-11-01,2022-02-01
1232,BRAND_CFD9_COUNTRY_AE54,2023-12-01,2022-02-01
1233,BRAND_D13E_COUNTRY_9891,2023-01-01,2022-05-01
1234,BRAND_D13E_COUNTRY_9891,2023-02-01,2022-05-01
1235,BRAND_D13E_COUNTRY_9891,2023-03-01,2022-05-01
1236,BRAND_D13E_COUNTRY_9891,2023-04-01,2022-05-01
1237,BRAND_D13E_COUNTRY_9891,2023-05-01,2022-05-01
1238,BRAND_D13E_COUNTRY_9891,2023-06-01,2022-05-01
1239,BRAND_D13E_COUNTRY_9891,2023-07-01,2022-05-01
1240,BRAND_D13E_COUNTRY_9891,2023-08-01,2022-05-01
1241,BRAND_D13E_COUNTRY_9891,2023-09-01,2022-05-01
1242,BRAND_D13E_COUNTRY_9891,2023-10-01,2022-05-01
1243,BRAND_D13E_COUNTRY_9891,2023-11-01,2022-05-01
1244,BRAND_D13E_COUNTRY_9891,2023-12-01,2022-05-01
1245,BRAND_D72F_COUNTRY_1033,2023-01-01,2022-08-01
1246,BRAND_D72F_COUNTRY_1033,2023-02-01,2022-08-01
1247,BRAND_D72F_COUNTRY_1033,2023-03-01,2022-08-01
1248,BRAND_D72F_COUNTRY_1033,2023-04-01,2022-08-01
1249,BRAND_D72F_COUNTRY_1033,2023-05-01,2022-08-01
1250,BRAND_D72F_COUNTRY_1033,2023-06-01,2022-08-01
1251,BRAND_D72F_COUNTRY_1033,2023-07-01,2022-08-01
1252,BRAND_D72F_COUNTRY_1033,2023-08-01,2022-08-01
1253,BRAND_D72F_COUNTRY_1033,2023-09-01,2022-08-01
1254,BRAND_D72F_COUNTRY_1033,2023-10-01,2022-08-01
1255,BRAND_D72F_COUNTRY_1033,2023-11-01,2022-08-01
1256,BRAND_D72F_COUNTRY_1033,2023-12-01,2022-08-01
1257,BRAND_D72F_COUNTRY_3536,2023-01-01,2022-06-01
1258,BRAND_D72F_COUNTRY_3536,2023-02-01,2022-06-01
1259,BRAND_D72F_COUNTRY_3536,2023-03-01,2022-06-01
1260,BRAND_D72F_COUNTRY_3536,2023-04-01,2022-06-01
1261,BRAND_D72F_COUNTRY_3536,2023-05-01,2022-06-01
1262,BRAND_D72F_COUNTRY_3536,2023-06-01,2022-06-01
1263,BRAND_D72F_COUNTRY_3536,2023-07-01,2022-06-01
1264,BRAND_D72F_COUNTRY_3536,2023-08-01,2022-06-01
1265,BRAND_D72F_COUNTRY_3536,2023-09-01,2022-06-01
1266,BRAND_D72F_COUNTRY_3536,2023-10-01,2022-06-01
1267,BRAND_D72F_COUNTRY_3536,2023-11-01,2022-06-01
1268,BRAND_D72F_COUNTRY_3536,2023-12-01,2022-06-01
1269,BRAND_D72F_COUNTRY_C89B,2023-01-01,2022-10-01
1270,BRAND_D72F_COUNTRY_C89B,2023-02-01,2022-10-01
1271,BRAND_D72F_COUNTRY_C89B,2023-03-01,2022-10-01
1272,BRAND_D72F_COUNTRY_C89B,2023-04-01,2022-10-01
1273,BRAND_D72F_COUNTRY_C89B,2023-05-01,2022-10-01
1274,BRAND_D72F_COUNTRY_C89B,2023-06-01,2022-10-01
1275,BRAND_D72F_COUNTRY_C89B,2023-07-01,2022-10-01
1276,BRAND_D72F_COUNTRY_C89B,2023-08-01,2022-10-01
1277,BRAND_D72F_COUNTRY_C89B,2023-09-01,2022-10-01
1278,BRAND_D72F_COUNTRY_C89B,2023-10-01,2022-10-01
1279,BRAND_D72F_COUNTRY_C89B,2023-11-01,2022-10-01
1280,BRAND_D72F_COUNTRY_C89B,2023-12-01,2022-10-01
1281,BRAND_D786_COUNTRY_0309,2023-10-01,2023-10-01
1282,BRAND_D786_COUNTRY_0309,2023-11-01,2023-10-01
1283,BRAND_D786_COUNTRY_0309,2023-12-01,2023-10-01
1284,BRAND_D786_COUNTRY_1033,2023-02-01,2023-02-01
1285,BRAND_D786_COUNTRY_1033,2023-03-01,2023-02-01
1286,BRAND_D786_COUNTRY_1033,2023-04-01,2023-02-01
1287,BRAND_D786_COUNTRY_1033,2023-05-01,2023-02-01
1288,BRAND_D786_COUNTRY_1033,2023-06-01,2023-02-01
1289,BRAND_D786_COUNTRY_1033,2023-07-01,2023-02-01
1290,BRAND_D786_COUNTRY_1033,2023-08-01,2023-02-01
1291,BRAND_D786_COUNTRY_1033,2023-09-01,2023-02-01
1292,BRAND_D786_COUNTRY_1033,2023-10-01,2023-02-01
1293,BRAND_D786_COUNTRY_1033,2023-11-01,2023-02-01
1294,BRAND_D786_COUNTRY_1033,2023-12-01,2023-02-01
1295,BRAND_D786_COUNTRY_3AD0,2023-01-01,2022-06-01
1296,BRAND_D786_COUNTRY_3AD0,2023-02-01,2022-06-01
1297,BRAND_D786_COUNTRY_3AD0,2023-03-01,2022-06-01
1298,BRAND_D786_COUNTRY_3AD0,2023-04-01,2022-06-01
1299,BRAND_D786_COUNTRY_3AD0,2023-05-01,2022-06-01
1300,BRAND_D786_COUNTRY_3AD0,2023-06-01,2022-06-01
1301,BRAND_D786_COUNTRY_3AD0,2023-07-01,2022-06-01
1302,BRAND_D786_COUNTRY_3AD0,2023-08-01,2022-06-01
1303,BRAND_D786_COUNTRY_3AD0,2023-09-01,2022-06-01
1304,BRAND_D786_COUNTRY_3AD0,2023-10-01,2022-06-01
1305,BRAND_D786_COUNTRY_3AD0,2023-11-01,2022-06-01
1306,BRAND_D786_COUNTRY_3AD0,2023-12-01,2022-06-01
1307,BRAND_D786_COUNTRY_4253,2023-01-01,2022-10-01
1308,BRAND_D786_COUNTRY_4253,2023-02-01,2022-10-01
1309,BRAND_D786_COUNTRY_4253,2023-03-01,2022-10-01
1310,BRAND_D786_COUNTRY_4253,2023-04-01,2022-10-01
1311,BRAND_D786_COUNTRY_4253,2023-05-01,2022-10-01
1312,BRAND_D786_COUNTRY_4253,2023-06-01,2022-10-01
1313,BRAND_D786_COUNTRY_4253,2023-07-01,2022-10-01
1314,BRAND_D786_COUNTRY_4253,2023-08-01,2022-10-01
1315,BRAND_D786_COUNTRY_4253,2023-09-01,2022-10-01
1316,BRAND_D786_COUNTRY_4253,2023-10-01,2022-10-01
1317,BRAND_D786_COUNTRY_4253,2023-11-01,2022-10-01
1318,BRAND_D786_COUNTRY_4253,2023-12-01,2022-10-01
1319,BRAND_D786_COUNTRY_4D48,2023-05-01,2023-05-01
1320,BRAND_D786_COUNTRY_4D48,2023-06-01,2023-05-01
1321,BRAND_D786_COUNTRY_4D48,2023-07-01,2023-05-01
1322,BRAND_D786_COUNTRY_4D48,2023-08-01,2023-05-01
1323,BRAND_D786_COUNTRY_4D48,2023-09-01,2023-05-01
1324,BRAND_D786_COUNTRY_4D48,2023-10-01,2023-05-01
1325,BRAND_D786_COUNTRY_4D48,2023-11-01,2023-05-01
1326,BRAND_D786_COUNTRY_4D48,2023-12-01,2023-05-01
1327,BRAND_D786_COUNTRY_53A5,2023-01-01,2022-07-01
1328,BRAND_D786_COUNTRY_53A5,2023-02-01,2022-07-01
1329,BRAND_D786_COUNTRY_53A5,2023-03-01,2022-07-01
1330,BRAND_D786_COUNTRY_53A5,2023-04-01,2022-07-01
1331,BRAND_D786_COUNTRY_53A5,2023-05-01,2022-07-01
1332,BRAND_D786_COUNTRY_53A5,2023-06-01,2022-07-01
1333,BRAND_D786_COUNTRY_53A5,2023-07-01,2022-07-01
1334,BRAND_D786_COUNTRY_53A5,2023-08-01,2022-07-01
1335,BRAND_D786_COUNTRY_53A5,2023-09-01,2022-07-01
1336,BRAND_D786_COUNTRY_53A5,2023-10-01,2022-07-01
1337,BRAND_D786_COUNTRY_53A5,2023-11-01,2022-07-01
1338,BRAND_D786_COUNTRY_53A5,2023-12-01,2022-07-01
1339,BRAND_D786_COUNTRY_5A54,2023-01-01,2022-02-01
1340,BRAND_D786_COUNTRY_5A54,2023-02-01,2022-02-01
1341,BRAND_D786_COUNTRY_5A54,2023-03-01,2022-02-01
1342,BRAND_D786_COUNTRY_5A54,2023-04-01,2022-02-01
1343,BRAND_D786_COUNTRY_5A54,2023-05-01,2022-02-01
1344,BRAND_D786_COUNTRY_5A54,2023-06-01,2022-02-01
1345,BRAND_D786_COUNTRY_5A54,2023-07-01,2022-02-01
1346,BRAND_D786_COUNTRY_5A54,2023-08-01,2022-02-01
1347,BRAND_D786_COUNTRY_5A54,2023-09-01,2022-02-01
1348,BRAND_D786_COUNTRY_5A54,2023-10-01,2022-02-01
1349,BRAND_D786_COUNTRY_5A54,2023-11-01,2022-02-01
1350,BRAND_D786_COUNTRY_5A54,2023-12-01,2022-02-01
1351,BRAND_D786_COUNTRY_9891,2023-09-01,2023-09-01
1352,BRAND_D786_COUNTRY_9891,2023-10-01,2023-09-01
1353,BRAND_D786_COUNTRY_9891,2023-11-01,2023-09-01
1354,BRAND_D786_COUNTRY_9891,2023-12-01,2023-09-01
1355,BRAND_D786_COUNTRY_D8B0,2023-08-01,2023-08-01
1356,BRAND_D786_COUNTRY_D8B0,2023-09-01,2023-08-01
1357,BRAND_D786_COUNTRY_D8B0,2023-10-01,2023-08-01
1358,BRAND_D786_COUNTRY_D8B0,2023-11-01,2023-08-01
1359,BRAND_D786_COUNTRY_D8B0,2023-12-01,2023-08-01
1360,BRAND_DB5A_COUNTRY_1007,2023-09-01,2023-09-01
1361,BRAND_DB5A_COUNTRY_1007,2023-10-01,2023-09-01
1362,BRAND_DB5A_COUNTRY_1007,2023-11-01,2023-09-01
1363,BRAND_DB5A_COUNTRY_1007,2023-12-01,2023-09-01
1364,BRAND_DB5A_COUNTRY_3AD0,2023-09-01,2023-09-01
1365,BRAND_DB5A_COUNTRY_3AD0,2023-10-01,2023-09-01
1366,BRAND_DB5A_COUNTRY_3AD0,2023-11-01,2023-09-01
1367,BRAND_DB5A_COUNTRY_3AD0,2023-12-01,2023-09-01
1368,BRAND_DB5A_COUNTRY_9488,2023-11-01,2023-11-01
1369,BRAND_DB5A_COUNTRY_9488,2023-12-01,2023-11-01
1370,BRAND_E57A_COUNTRY_0309,2023-01-01,2022-07-01
1371,BRAND_E57A_COUNTRY_0309,2023-02-01,2022-07-01
1372,BRAND_E57A_COUNTRY_0309,2023-03-01,2022-07-01
1373,BRAND_E57A_COUNTRY_0309,2023-04-01,2022-07-01
1374,BRAND_E57A_COUNTRY_0309,2023-05-01,2022-07-01
1375,BRAND_E57A_COUNTRY_0309,2023-06-01,2022-07-01
1376,BRAND_E57A_COUNTRY_0309,2023-07-01,2022-07-01
1377,BRAND_E57A_COUNTRY_0309,2023-08-01,2022-07-01
1378,BRAND_E57A_COUNTRY_0309,2023-09-01,2022-07-01
1379,BRAND_E57A_COUNTRY_0309,2023-10-01,2022-07-01
1380,BRAND_E57A_COUNTRY_0309,2023-11-01,2022-07-01
1381,BRAND_E57A_COUNTRY_0309,2023-12-01,2022-07-01
1382,BRAND_E57A_COUNTRY_06E4,2023-01-01,2022-02-01
1383,BRAND_E57A_COUNTRY_06E4,2023-02-01,2022-02-01
1384,BRAND_E57A_COUNTRY_06E4,2023-03-01,2022-02-01
1385,BRAND_E57A_COUNTRY_06E4,2023-04-01,2022-02-01
1386,BRAND_E57A_COUNTRY_06E4,2023-05-01,2022-02-01
1387,BRAND_E57A_COUNTRY_06E4,2023-06-01,2022-02-01
1388,BRAND_E57A_COUNTRY_06E4,2023-07-01,2022-02-01
1389,BRAND_E57A_COUNTRY_06E4,2023-08-01,2022-02-01
1390,BRAND_E57A_COUNTRY_06E4,2023-09-01,2022-02-01
1391,BRAND_E57A_COUNTRY_06E4,2023-10-01,2022-02-01
1392,BRAND_E57A_COUNTRY_06E4,2023-11-01,2022-02-01
1393,BRAND_E57A_COUNTRY_06E4,2023-12-01,2022-02-01
1394,BRAND_E57A_COUNTRY_0C7D,2023-01-01,2022-03-01
1395,BRAND_E57A_COUNTRY_0C7D,2023-02-01,2022-03-01
1396,BRAND_E57A_COUNTRY_0C7D,2023-03-01,2022-03-01
1397,BRAND_E57A_COUNTRY_0C7D,2023-04-01,2022-03-01
1398,BRAND_E57A_COUNTRY_0C7D,2023-05-01,2022-03-01
1399,BRAND_E57A_COUNTRY_0C7D,2023-06-01,2022-03-01
1400,BRAND_E57A_COUNTRY_0C7D,2023-07-01,2022-03-01
1401,BRAND_E57A_COUNTRY_0C7D,2023-08-01,2022-03-01
1402,BRAND_E57A_COUNTRY_0C7D,2023-09-01,2022-03-01
1403,BRAND_E57A_COUNTRY_0C7D,2023-10-01,2022-03-01
1404,BRAND_E57A_COUNTRY_0C7D,2023-11-01,2022-03-01
1405,BRAND_E57A_COUNTRY_0C7D,2023-12-01,2022-03-01
1406,BRAND_E57A_COUNTRY_1007,2023-10-01,2023-10-01
1407,BRAND_E57A_COUNTRY_1007,2023-11-01,2023-10-01
1408,BRAND_E57A_COUNTRY_1007,2023-12-01,2023-10-01
1409,BRAND_E57A_COUNTRY_3AD0,2023-01-01,2022-01-01
1410,BRAND_E57A_COUNTRY_3AD0,2023-02-01,2022-01-01
1411,BRAND_E57A_COUNTRY_3AD0,2023-03-01,2022-01-01
1412,BRAND_E57A_COUNTRY_3AD0,2023-04-01,2022-01-01
1413,BRAND_E57A_COUNTRY_3AD0,2023-05-01,2022-01-01
1414,BRAND_E57A_COUNTRY_3AD0,2023-06-01,2022-01-01
1415,BRAND_E57A_COUNTRY_3AD0,2023-07-01,2022-01-01
1416,BRAND_E57A_COUNTRY_3AD0,2023-08-01,2022-01-01
1417,BRAND_E57A_COUNTRY_3AD0,2023-09-01,2022-01-01
1418,BRAND_E57A_COUNTRY_3AD0,2023-10-01,2022-01-01
1419,BRAND_E57A_COUNTRY_3AD0,2023-11-01,2022-01-01
1420,BRAND_E57A_COUNTRY_3AD0,2023-12-01,2022-01-01
1421,BRAND_E57A_COUNTRY_458E,2023-01-01,2022-10-01
1422,BRAND_E57A_COUNTRY_458E,2023-02-01,2022-10-01
1423,BRAND_E57A_COUNTRY_458E,2023-03-01,2022-10-01
1424,BRAND_E57A_COUNTRY_458E,2023-04-01,2022-10-01
1425,BRAND_E57A_COUNTRY_458E,2023-05-01,2022-10-01
1426,BRAND_E57A_COUNTRY_458E,2023-06-01,2022-10-01
1427,BRAND_E57A_COUNTRY_458E,2023-07-01,2022-10-01
1428,BRAND_E57A_COUNTRY_458E,2023-08-01,2022-10-01
1429,BRAND_E57A_COUNTRY_458E,2023-09-01,2022-10-01
1430,BRAND_E57A_COUNTRY_458E,2023-10-01,2022-10-01
1431,BRAND_E57A_COUNTRY_458E,2023-11-01,2022-10-01
1432,BRAND_E57A_COUNTRY_458E,2023-12-01,2022-10-01
1433,BRAND_E57A_COUNTRY_4D48,2023-01-01,2022-12-01
1434,BRAND_E57A_COUNTRY_4D48,2023-02-01,2022-12-01
1435,BRAND_E57A_COUNTRY_4D48,2023-03-01,2022-12-01
1436,BRAND_E57A_COUNTRY_4D48,2023-04-01,2022-12-01
1437,BRAND_E57A_COUNTRY_4D48,2023-05-01,2022-12-01
1438,BRAND_E57A_COUNTRY_4D48,2023-06-01,2022-12-01
1439,BRAND_E57A_COUNTRY_4D48,2023-07-01,2022-12-01
1440,BRAND_E57A_COUNTRY_4D48,2023-08-01,2022-12-01
1441,BRAND_E57A_COUNTRY_4D48,2023-09-01,2022-12-01
1442,BRAND_E57A_COUNTRY_4D48,2023-10-01,2022-12-01
1443,BRAND_E57A_COUNTRY_4D48,2023-11-01,2022-12-01
1444,BRAND_E57A_COUNTRY_4D48,2023-12-01,2022-12-01
1445,BRAND_E57A_COUNTRY_5180,2023-01-01,2022-04-01
1446,BRAND_E57A_COUNTRY_5180,2023-02-01,2022-04-01
1447,BRAND_E57A_COUNTRY_5180,2023-03-01,2022-04-01
1448,BRAND_E57A_COUNTRY_5180,2023-04-01,2022-04-01
1449,BRAND_E57A_COUNTRY_5180,2023-05-01,2022-04-01
1450,BRAND_E57A_COUNTRY_5180,2023-06-01,2022-04-01
1451,BRAND_E57A_COUNTRY_5180,2023-07-01,2022-04-01
1452,BRAND_E57A_COUNTRY_5180,2023-08-01,2022-04-01
1453,BRAND_E57A_COUNTRY_5180,2023-09-01,2022-04-01
1454,BRAND_E57A_COUNTRY_5180,2023-10-01,2022-04-01
1455,BRAND_E57A_COUNTRY_5180,2023-11-01,2022-04-01
1456,BRAND_E57A_COUNTRY_5180,2023-12-01,2022-04-01
1457,BRAND_E57A_COUNTRY_53A5,2023-01-01,2022-03-01
1458,BRAND_E57A_COUNTRY_53A5,2023-02-01,2022-03-01
1459,BRAND_E57A_COUNTRY_53A5,2023-03-01,2022-03-01
1460,BRAND_E57A_COUNTRY_53A5,2023-04-01,2022-03-01
1461,BRAND_E57A_COUNTRY_53A5,2023-05-01,2022-03-01
1462,BRAND_E57A_COUNTRY_53A5,2023-06-01,2022-03-01
1463,BRAND_E57A_COUNTRY_53A5,2023-07-01,2022-03-01
1464,BRAND_E57A_COUNTRY_53A5,2023-08-01,2022-03-01
1465,BRAND_E57A_COUNTRY_53A5,2023-09-01,2022-03-01
1466,BRAND_E57A_COUNTRY_53A5,2023-10-01,2022-03-01
1467,BRAND_E57A_COUNTRY_53A5,2023-11-01,2022-03-01
1468,BRAND_E57A_COUNTRY_53A5,2023-12-01,2022-03-01
1469,BRAND_E57A_COUNTRY_6C16,2023-01-01,2022-09-01
1470,BRAND_E57A_COUNTRY_6C16,2023-02-01,2022-09-01
1471,BRAND_E57A_COUNTRY_6C16,2023-03-01,2022-09-01
1472,BRAND_E57A_COUNTRY_6C16,2023-04-01,2022-09-01
1473,BRAND_E57A_COUNTRY_6C16,2023-05-01,2022-09-01
1474,BRAND_E57A_COUNTRY_6C16,2023-06-01,2022-09-01
1475,BRAND_E57A_COUNTRY_6C16,2023-07-01,2022-09-01
1476,BRAND_E57A_COUNTRY_6C16,2023-08-01,2022-09-01
1477,BRAND_E57A_COUNTRY_6C16,2023-09-01,2022-09-01
1478,BRAND_E57A_COUNTRY_6C16,2023-10-01,2022-09-01
1479,BRAND_E57A_COUNTRY_6C16,2023-11-01,2022-09-01
1480,BRAND_E57A_COUNTRY_6C16,2023-12-01,2022-09-01
1481,BRAND_E57A_COUNTRY_6F78,2023-01-01,2022-04-01
1482,BRAND_E57A_COUNTRY_6F78,2023-02-01,2022-04-01
1483,BRAND_E57A_COUNTRY_6F78,2023-03-01,2022-04-01
1484,BRAND_E57A_COUNTRY_6F78,2023-04-01,2022-04-01
1485,BRAND_E57A_COUNTRY_6F78,2023-05-01,2022-04-01
1486,BRAND_E57A_COUNTRY_6F78,2023-06-01,2022-04-01
1487,BRAND_E57A_COUNTRY_6F78,2023-07-01,2022-04-01
1488,BRAND_E57A_COUNTRY_6F78,2023-08-01,2022-04-01
1489,BRAND_E57A_COUNTRY_6F78,2023-09-01,2022-04-01
1490,BRAND_E57A_COUNTRY_6F78,2023-10-01,2022-04-01
1491,BRAND_E57A_COUNTRY_6F78,2023-11-01,2022-04-01
1492,BRAND_E57A_COUNTRY_6F78,2023-12-01,2022-04-01
1493,BRAND_E57A_COUNTRY_88A3,2023-01-01,2022-09-01
1494,BRAND_E57A_COUNTRY_88A3,2023-02-01,2022-09-01
1495,BRAND_E57A_COUNTRY_88A3,2023-03-01,2022-09-01
1496,BRAND_E57A_COUNTRY_88A3,2023-04-01,2022-09-01
1497,BRAND_E57A_COUNTRY_88A3,2023-05-01,2022-09-01
1498,BRAND_E57A_COUNTRY_88A3,2023-06-01,2022-09-01
1499,BRAND_E57A_COUNTRY_88A3,2023-07-01,2022-09-01
1500,BRAND_E57A_COUNTRY_88A3,2023-08-01,2022-09-01
1501,BRAND_E57A_COUNTRY_88A3,2023-09-01,2022-09-01
1502,BRAND_E57A_COUNTRY_88A3,2023-10-01,2022-09-01
1503,BRAND_E57A_COUNTRY_88A3,2023-11-01,2022-09-01
1504,BRAND_E57A_COUNTRY_88A3,2023-12-01,2022-09-01
1505,BRAND_E57A_COUNTRY_8B47,2023-03-01,2023-03-01
1506,BRAND_E57A_COUNTRY_8B47,2023-04-01,2023-03-01
1507,BRAND_E57A_COUNTRY_8B47,2023-05-01,2023-03-01
1508,BRAND_E57A_COUNTRY_8B47,2023-06-01,2023-03-01
1509,BRAND_E57A_COUNTRY_8B47,2023-07-01,2023-03-01
1510,BRAND_E57A_COUNTRY_8B47,2023-08-01,2023-03-01
1511,BRAND_E57A_COUNTRY_8B47,2023-09-01,2023-03-01
1512,BRAND_E57A_COUNTRY_8B47,2023-10-01,2023-03-01
1513,BRAND_E57A_COUNTRY_8B47,2023-11-01,2023-03-01
1514,BRAND_E57A_COUNTRY_8B47,2023-12-01,2023-03-01
1515,BRAND_E57A_COUNTRY_9488,2023-04-01,2023-04-01
1516,BRAND_E57A_COUNTRY_9488,2023-05-01,2023-04-01
1517,BRAND_E57A_COUNTRY_9488,2023-06-01,2023-04-01
1518,BRAND_E57A_COUNTRY_9488,2023-07-01,2023-04-01
1519,BRAND_E57A_COUNTRY_9488,2023-08-01,2023-04-01
1520,BRAND_E57A_COUNTRY_9488,2023-09-01,2023-04-01
1521,BRAND_E57A_COUNTRY_9488,2023-10-01,2023-04-01
1522,BRAND_E57A_COUNTRY_9488,2023-11-01,2023-04-01
1523,BRAND_E57A_COUNTRY_9488,2023-12-01,2023-04-01
1524,BRAND_E57A_COUNTRY_9891,2023-01-01,2022-02-01
1525,BRAND_E57A_COUNTRY_9891,2023-02-01,2022-02-01
1526,BRAND_E57A_COUNTRY_9891,2023-03-01,2022-02-01
1527,BRAND_E57A_COUNTRY_9891,2023-04-01,2022-02-01
1528,BRAND_E57A_COUNTRY_9891,2023-05-01,2022-02-01
1529,BRAND_E57A_COUNTRY_9891,2023-06-01,2022-02-01
1530,BRAND_E57A_COUNTRY_9891,2023-07-01,2022-02-01
1531,BRAND_E57A_COUNTRY_9891,2023-08-01,2022-02-01
1532,BRAND_E57A_COUNTRY_9891,2023-09-01,2022-02-01
1533,BRAND_E57A_COUNTRY_9891,2023-10-01,2022-02-01
1534,BRAND_E57A_COUNTRY_9891,2023-11-01,2022-02-01
1535,BRAND_E57A_COUNTRY_9891,2023-12-01,2022-02-01
1536,BRAND_E57A_COUNTRY_D5B9,2023-01-01,2022-01-01
1537,BRAND_E57A_COUNTRY_D5B9,2023-02-01,2022-01-01
1538,BRAND_E57A_COUNTRY_D5B9,2023-03-01,2022-01-01
1539,BRAND_E57A_COUNTRY_D5B9,2023-04-01,2022-01-01
1540,BRAND_E57A_COUNTRY_D5B9,2023-05-01,2022-01-01
1541,BRAND_E57A_COUNTRY_D5B9,2023-06-01,2022-01-01
1542,BRAND_E57A_COUNTRY_D5B9,2023-07-01,2022-01-01
1543,BRAND_E57A_COUNTRY_D5B9,2023-08-01,2022-01-01
1544,BRAND_E57A_COUNTRY_D5B9,2023-09-01,2022-01-01
1545,BRAND_E57A_COUNTRY_D5B9,2023-10-01,2022-01-01
1546,BRAND_E57A_COUNTRY_D5B9,2023-11-01,2022-01-01
1547,BRAND_E57A_COUNTRY_D5B9,2023-12-01,2022-01-01
1548,BRAND_E57A_COUNTRY_EA71,2023-01-01,2022-10-01
1549,BRAND_E57A_COUNTRY_EA71,2023-02-01,2022-10-01
1550,BRAND_E57A_COUNTRY_EA71,2023-03-01,2022-10-01
1551,BRAND_E57A_COUNTRY_EA71,2023-04-01,2022-10-01
1552,BRAND_E57A_COUNTRY_EA71,2023-05-01,2022-10-01
1553,BRAND_E57A_COUNTRY_EA71,2023-06-01,2022-10-01
1554,BRAND_E57A_COUNTRY_EA71,2023-07-01,2022-10-01
1555,BRAND_E57A_COUNTRY_EA71,2023-08-01,2022-10-01
1556,BRAND_E57A_COUNTRY_EA71,2023-09-01,2022-10-01
1557,BRAND_E57A_COUNTRY_EA71,2023-10-01,2022-10-01
1558,BRAND_E57A_COUNTRY_EA71,2023-11-01,2022-10-01
1559,BRAND_E57A_COUNTRY_EA71,2023-12-01,2022-10-01
1560,BRAND_E9AB_COUNTRY_5A54,2023-01-01,2022-11-01
1561,BRAND_E9AB_COUNTRY_5A54,2023-02-01,2022-11-01
1562,BRAND_E9AB_COUNTRY_5A54,2023-03-01,2022-11-01
